image,gesture,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y
images/janie_stop_001/frame_0000.jpg,3,0.5561151,0.5879724,-0.44025716,0.50287116,0.7105908,1.4544576,-0.8264479,-0.023209253,0.72603863,2.259052,-0.8573429,-0.8819583,0.36301932,2.150741,-0.31667608,2.1120584
images/janie_stop_001/frame_0001.jpg,3,0.5617275,0.6009876,-0.4351409,0.5219103,0.72787213,1.4945614,-0.8307238,0.0,0.72787213,2.3327813,-0.86237067,-0.88566613,0.3718476,2.2141652,-0.31646618,2.1983495
images/janie_stop_001/frame_0002.jpg,3,0.5569658,0.6046442,-0.4392966,0.5182663,0.72170144,1.4919789,-0.8393703,-0.015705118,0.7138572,2.3164928,-0.8629039,-0.8794818,0.36085072,2.198705,-0.3216278,2.15159
images/janie_stop_001/frame_0003.jpg,3,0.55264735,0.5920033,-0.44367495,0.5063186,0.7238906,1.472219,-0.83286333,-0.023368578,0.71610665,2.2901177,-0.84843075,-0.8802155,0.37362096,2.181065,-0.31913438,2.1265383
images/janie_stop_001/frame_0004.jpg,3,0.54912937,0.6034684,-0.4471476,0.51725847,0.7217125,1.4812406,-0.83938265,-0.015674433,0.7138679,2.2963147,-0.8629168,-0.8777722,0.36085626,2.1865933,-0.32163247,2.1317325
images/janie_stop_001/frame_0005.jpg,3,0.5526452,0.60011584,-0.4436732,0.5143853,0.71610385,1.4652176,-0.840644,-0.03117472,0.71610385,2.2835577,-0.8639952,-0.87289554,0.3658354,2.1744456,-0.31913343,2.1588583
images/janie_stop_001/frame_0006.jpg,3,0.5491282,0.60361534,-0.44714698,0.5173849,0.7217117,1.4737626,-0.8393816,-0.007839349,0.71386695,2.2968745,-0.87076014,-0.8779862,0.36870077,2.1949656,-0.32163233,2.1479306
images/janie_stop_001/frame_0007.jpg,3,0.5494777,0.60497874,-0.4474311,0.5264102,0.72217035,1.4535208,-0.83991486,-0.007856956,0.72217035,2.3020623,-0.8713135,-0.8799694,0.36108518,2.1920664,-0.32183617,2.144925
images/janie_stop_001/frame_0008.jpg,3,0.54520977,0.6004203,-0.4517454,0.5224438,0.7087728,1.4659622,-0.8333922,0.0,0.7243501,2.284717,-0.87233573,-0.8733391,0.3582806,2.1755497,-0.31933707,2.1365616
images/janie_stop_001/frame_0009.jpg,3,0.5494835,0.60381746,-0.4474371,0.52539957,0.71432906,1.4742557,-0.8399254,-0.007842009,0.7300282,2.305485,-0.8713246,-0.87828,0.3610891,2.1957002,-0.32184073,2.1564913
images/janie_stop_001/frame_0010.jpg,3,0.54590285,0.60119325,-0.4509635,0.52208906,0.71995896,1.4476103,-0.8544569,-0.015821083,0.743694,2.2782063,-0.87819195,-0.8780588,0.36393523,2.1991022,-0.3243771,2.1832807
images/janie_stop_001/frame_0011.jpg,3,0.5494779,0.5970234,-0.44743186,0.51846784,0.7143211,1.4689924,-0.8477657,-0.007855739,0.7457196,2.285972,-0.87916464,-0.87982446,0.3610853,2.1995606,-0.32968673,2.1838493
images/janie_stop_001/frame_0012.jpg,3,0.5538128,0.60936636,-0.4430508,0.53022784,0.72786885,1.4878036,-0.84654313,-0.007914074,0.7595155,2.310844,-0.8861012,-0.8784374,0.36393422,2.207964,-0.3322884,2.1921363
images/janie_stop_001/frame_0013.jpg,3,0.5538116,0.60169894,-0.44304937,0.52252793,0.72786677,1.4488275,-0.8465406,-0.007916998,0.76742494,2.2484534,-0.87818676,-0.8867141,0.36393338,2.2088683,-0.32437518,2.1613653
images/janie_stop_001/frame_0014.jpg,3,0.5494776,0.5970842,-0.44743153,0.51852053,0.71432066,1.4298595,-0.84776527,-0.023568887,0.7535688,2.2233531,-0.87916416,-0.8799136,0.36108515,2.1919272,-0.3218366,2.1447892
