image,gesture,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y
images/john_standby_002/frame_0000.jpg,10,0.56953615,0.40654454,-0.4271528,0.48785356,1.1119523,0.8130891,-0.84074473,0.94860405,0.90854657,1.4432334,-0.54919624,1.4906632,0.54241586,1.9785166,-0.13560396,2.0123956
images/john_standby_002/frame_0001.jpg,10,0.55865747,0.3973223,-0.4375031,0.48486784,1.097123,0.81484723,-0.8480831,0.9630013,0.8884681,1.4613377,-0.52500373,1.495009,0.5384656,1.9664079,-0.12788562,1.9798769
images/john_standby_002/frame_0002.jpg,10,0.5583252,0.39634347,-0.43724257,0.4903911,1.0830169,0.82627535,-0.8543048,0.96734697,0.8812125,1.4778911,-0.52469134,1.4913262,0.55159855,1.9682823,-0.12108257,1.9817171
images/john_standby_002/frame_0003.jpg,10,0.56600356,0.411391,-0.43124095,0.48557615,1.0983163,0.8295264,-0.86921996,0.97115296,0.88943434,1.4904495,-0.5188369,1.5039381,0.56600356,1.969282,-0.10781015,1.9895145
images/john_standby_002/frame_0004.jpg,10,0.5582099,0.3994679,-0.43859354,0.47936141,1.0898386,0.8189088,-0.8572513,0.97869617,0.8904778,1.4647154,-0.51833797,1.4780308,0.5648554,1.9374187,-0.10632595,1.970708
images/john_standby_002/frame_0005.jpg,10,0.5512673,0.3918227,-0.44499895,0.47815627,1.0826089,0.8102093,-0.87007254,0.97623587,0.8833556,1.4543923,-0.5114169,1.5075208,0.5579089,1.9192662,-0.09962649,1.9723947
images/john_standby_002/frame_0006.jpg,10,0.5502177,0.39738184,-0.4441518,0.5033502,1.0805486,0.8411248,-0.87504524,0.9868313,0.88167435,1.4570659,-0.5237014,1.5232964,0.5502177,1.9339244,-0.112695515,1.9802854
images/john_standby_002/frame_0007.jpg,10,0.5512589,0.3925966,-0.44499254,0.47910097,1.0892353,0.83842695,-0.87670165,0.98481876,0.8899851,1.4572659,-0.537976,1.5304613,0.537976,1.9297124,-0.11955034,1.9762918
images/john_standby_002/frame_0008.jpg,10,0.5552427,0.39540192,-0.44151828,0.47582307,1.0837266,0.85782194,-0.8830367,0.9918563,0.88303685,1.4810827,-0.5418635,1.5481002,0.53517354,1.950204,-0.12041407,1.9971162
images/john_standby_002/frame_0009.jpg,10,0.5534985,0.4098904,-0.44416523,0.47820538,1.0728304,0.88126445,-0.9156643,1.011063,0.8951646,1.5029312,-0.5671651,1.5780778,0.52616537,1.9879686,-0.15033302,2.0357888
images/john_standby_002/frame_0010.jpg,10,0.5463942,0.40329897,-0.45077497,0.47849005,1.0654685,0.8749535,-0.91521007,0.9979935,0.88789,1.503826,-0.59420365,1.5653462,0.50541407,1.9823161,-0.15708864,2.0370007
images/john_standby_002/frame_0011.jpg,10,0.5427026,0.40675578,-0.454513,0.48132762,1.05827,0.8813043,-0.9158099,0.9762141,0.8751077,1.5049963,-0.583405,1.5660099,0.5019995,1.9727659,-0.16959442,2.0202203
images/john_standby_002/frame_0012.jpg,10,0.5357048,0.40895033,-0.46204546,0.47599158,1.0312315,0.86482966,-0.91739446,0.9653912,0.83703864,1.4950154,-0.60266805,1.5486486,0.47543803,1.9508942,-0.17410418,2.0045273
images/john_standby_002/frame_0013.jpg,10,0.5357114,0.40111655,-0.46205148,0.46796918,1.0178518,0.86240065,-0.9307994,0.9493091,0.8236566,1.4841313,-0.6093727,1.5309281,0.4687476,1.9387302,-0.18080308,1.9922123
images/john_standby_002/frame_0014.jpg,10,0.51884645,0.39946896,-0.47893476,0.46604708,1.0110852,0.8655158,-0.9312624,0.94541,0.818181,1.4780351,-0.6119724,1.5312971,0.46563146,1.9440818,-0.19290423,1.9906868
images/john_standby_002/frame_0015.jpg,10,0.5249418,0.39390248,-0.47244728,0.46611774,0.9908276,0.85345495,-0.9252094,0.93223566,0.8070977,1.4574385,-0.59712094,1.5230889,0.45276228,1.9104263,-0.19685283,1.9563814
images/john_standby_002/frame_0016.jpg,10,0.51205343,0.3934484,-0.48579425,0.45902333,0.9715885,0.84591424,-0.94532937,0.9246038,0.7943393,1.4492017,-0.63021946,1.5082191,0.43327594,1.9082254,-0.2166378,1.9541271
