image,gesture,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y
images/stephen_attention_stop_001/frame_0000.jpg,3,0.48861954,0.6535437,-0.50438094,0.5354334,0.70928556,1.5590557,-0.8038569,-0.11023617,0.7723337,2.3228357,-0.8905474,-1.1259848,0.26007178,2.4094498,-0.4255714,2.3779535
images/stephen_attention_stop_001/frame_0001.jpg,3,0.48451656,0.65198064,-0.50834584,0.53271574,0.706918,1.566344,-0.81811917,-0.11926488,0.76251876,2.3296385,-0.8816625,-1.1369911,0.25417292,2.4250503,-0.43685997,2.337589
images/stephen_attention_stop_001/frame_0002.jpg,3,0.49997914,0.6488992,-0.49216637,0.52381027,0.6952828,1.5088865,-0.8046534,-0.10945302,0.74996835,2.2906933,-0.8437142,-1.078893,0.27342594,2.3845096,-0.42185688,2.2906933
images/stephen_attention_stop_001/frame_0003.jpg,3,0.4845313,0.6585525,-0.50836104,0.5395371,0.69899595,1.5789394,-0.8260868,-0.119015485,0.7466547,2.348573,-0.8658023,-1.1346147,0.25418052,2.4437852,-0.436873,2.3565075
images/stephen_attention_stop_001/frame_0004.jpg,3,0.50041515,0.6508421,-0.49247238,0.5317858,0.71487916,1.5715457,-0.81019634,-0.15080486,0.77048075,2.3335075,-0.8499116,-1.135005,0.2700652,2.420815,-0.4209844,2.3335075
images/stephen_attention_stop_001/frame_0005.jpg,3,0.49244848,0.65302414,-0.50039107,0.5335685,0.706902,1.5688511,-0.81809926,-0.12741949,0.75455827,2.3492954,-0.85781336,-1.1547384,0.2621098,2.444859,-0.42096367,2.4130049
images/stephen_attention_stop_001/frame_0006.jpg,3,0.49290872,0.64492756,-0.50085914,0.53345853,0.70756286,1.560566,-0.82681495,-0.11943117,0.75526327,2.340849,-0.85861534,-1.1226523,0.27030456,2.4523175,-0.42135748,2.404545
images/stephen_attention_stop_001/frame_0007.jpg,3,0.4888294,0.6374937,-0.5043478,0.5208791,0.69832814,1.5237653,-0.7991973,-0.11661467,0.74488294,2.277874,-0.8302341,-1.1039524,0.2560535,2.3711658,-0.41123745,2.3400688
images/stephen_attention_stop_001/frame_0008.jpg,3,0.4970398,0.63642246,-0.4970394,0.5277649,0.7067285,1.5212051,-0.78439045,-0.10089624,0.75332594,2.2740462,-0.8232216,-1.1020974,0.25628614,2.3904655,-0.41937706,2.3516588
images/stephen_attention_stop_001/frame_0009.jpg,3,0.49992055,0.65870965,-0.49198464,0.53172934,0.71417207,1.5316987,-0.8173295,-0.10317155,0.77765363,2.301516,-0.84907067,-1.0872678,0.2777335,2.4761136,-0.4205676,2.3888147
images/stephen_attention_stop_001/frame_0010.jpg,3,0.4888312,0.6373235,-0.50434965,0.5207398,0.69832975,1.5155864,-0.8147188,-0.13212803,0.760404,2.2539487,-0.8535151,-1.0881132,0.25605434,2.4093935,-0.41899833,2.3394437
images/stephen_attention_stop_001/frame_0011.jpg,3,0.49602357,0.64506865,-0.49602357,0.51920146,0.708605,1.5104041,-0.8109594,-0.10226693,0.7715923,2.2813394,-0.84245265,-1.0777365,0.27556914,2.4072068,-0.4172894,2.3600063
images/stephen_attention_stop_001/frame_0012.jpg,3,0.5048187,0.6479799,-0.48904297,0.5373493,0.7256766,1.5488305,-0.8045542,-0.11063106,0.78877896,2.307441,-0.843993,-1.1142098,0.2681846,2.4259734,-0.4180528,2.3785608
images/stephen_attention_stop_001/frame_0013.jpg,3,0.50437796,0.66169125,-0.48861673,0.5435322,0.7250439,1.5281916,-0.8117341,-0.13391382,0.7880907,2.3080418,-0.8511387,-1.0870641,0.26006937,2.4340782,-0.42556953,2.3946915
images/stephen_attention_stop_001/frame_0014.jpg,3,0.4918486,0.6395897,-0.4995337,0.5085895,0.707032,1.4949452,-0.79156905,-0.100177,0.7685133,2.2270055,-0.8299946,-1.0402969,0.25360942,2.3811238,-0.4073124,2.3040652
images/stephen_attention_stop_001/frame_0015.jpg,3,0.4955161,0.6523797,-0.49551648,0.51875967,0.73147655,1.5169793,-0.80226475,-0.11789981,0.7786684,2.287259,-0.85732234,-1.0532395,0.2674213,2.420879,-0.42472872,2.3422787
images/stephen_attention_stop_001/frame_0016.jpg,3,0.4926392,0.64118385,-0.50045854,0.5238943,0.7272294,1.501309,-0.7976059,-0.1485671,0.7819672,2.2676013,-0.8367042,-1.0947044,0.26586875,2.3848915,-0.4066225,2.306698
images/stephen_attention_stop_001/frame_0017.jpg,3,0.49602094,0.6531677,-0.49602053,0.52725595,0.7322212,1.5266818,-0.79520786,-0.10230342,0.7873349,2.2978919,-0.8424478,-1.0702513,0.2755669,2.4316733,-0.40154058,2.3451087
