image,gesture,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y
images/terri_left_001/frame_0000.jpg,5,0.49471778,0.5827342,-0.5026981,0.51089025,0.5745114,1.4209139,-1.3165892,0.6306303,0.75005656,2.2032144,-2.0746255,0.6226477,0.31917262,2.0834746,-0.3191738,2.0595264
images/terri_left_001/frame_0001.jpg,5,0.454827,0.58948976,-0.54259956,0.517795,0.5745178,1.4498259,-1.3564998,0.6452519,0.6543123,2.2543993,-2.0985854,0.62932,0.2713002,2.1030438,-0.35907358,2.1030438
images/terri_left_001/frame_0002.jpg,5,0.4591461,0.6021296,-0.5383084,0.5308247,0.5937233,1.4419421,-1.3378551,0.6417436,0.6570535,2.2104492,-2.0661552,0.617975,0.30873597,2.0757623,-0.34040064,2.0757623
images/terri_left_001/frame_0003.jpg,5,0.4468413,0.590908,-0.5505729,0.51904064,0.5665311,1.437344,-1.3564833,0.6468047,0.6543033,2.2438529,-2.0985594,0.6308341,0.27129617,2.0841482,-0.35906956,2.0761628
images/terri_left_001/frame_0004.jpg,5,0.45846918,0.5958253,-0.53890175,0.5233601,0.5871622,1.441253,-1.3512763,0.64413553,0.67563856,2.2383707,-2.1073472,0.6119288,0.31368944,2.0853882,-0.34586242,2.0853882
images/terri_left_001/frame_0005.jpg,5,0.4662355,0.59349084,-0.53054315,0.5132894,0.5868132,1.427586,-1.3343968,0.61755127,0.6913144,2.2135599,-2.0739422,0.6015111,0.29742622,2.0691974,-0.33761853,2.045137
images/terri_left_001/frame_0006.jpg,5,0.4618915,0.5994483,-0.5348221,0.5184417,0.5915453,1.4662185,-1.3451587,0.6318507,0.6887855,2.2843843,-2.1230812,0.60754895,0.2998246,2.130472,-0.34034163,2.089969
images/terri_left_001/frame_0007.jpg,5,0.47829226,0.6190638,-0.5195252,0.5530301,0.60198927,1.4692445,-1.3606606,0.66033447,0.79165673,2.286409,-2.1523175,0.65208036,0.33810338,2.1873581,-0.32161108,2.1378334
images/terri_left_001/frame_0008.jpg,5,0.4822995,0.595868,-0.5149984,0.5224049,0.59674364,1.4611012,-1.3569795,0.6530061,0.7765842,2.2610338,-2.133564,0.6448435,0.33515736,2.138595,-0.32698357,2.1222699
images/terri_left_001/frame_0009.jpg,5,0.47049972,0.60561365,-0.5263203,0.52592784,0.5980922,1.4582546,-1.3158017,0.62951934,0.6858126,2.2073033,-2.0813596,0.621551,0.32695717,2.1037111,-0.32695678,2.0638688
