image,gesture,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y
images/chris_right/frame_0000.jpg,6,0.5942264,0.4826821,-0.40110293,0.5792187,1.2701591,0.61634785,-0.6462212,1.396065,1.9683751,0.62377363,-0.77992207,2.1386533,0.4605254,2.012413,-0.14855643,2.0792458
images/chris_right/frame_0001.jpg,6,0.59397495,0.46409634,-0.3983976,0.5873719,1.2241673,0.5946232,-0.6229491,1.3632828,1.9195522,0.6018749,-0.7605772,2.0956843,0.4708337,1.9724088,-0.10865389,2.0231698
images/chris_right/frame_0002.jpg,6,0.6055854,0.4740599,-0.38669872,0.5980447,1.2111704,0.60533786,-0.60558504,1.3930066,1.9407911,0.61992437,-0.7661017,2.1223297,0.4815497,2.0348108,-0.12403549,2.049397
images/chris_right/frame_0003.jpg,6,0.5954659,0.48350656,-0.39449626,0.62483895,1.2281483,0.5950849,-0.6103526,1.4207648,1.9799242,0.63227785,-0.7666624,2.1571825,0.48381606,2.0232885,-0.10420664,2.0753584
images/chris_right/frame_0004.jpg,6,0.5904769,0.46490407,-0.39857194,0.61249286,1.2400013,0.6051135,-0.60523874,1.4094718,1.9780972,0.6198724,-0.752858,2.1474144,0.48714373,1.9998257,-0.10333332,2.058861
images/chris_right/frame_0005.jpg,6,0.60957694,0.48733565,-0.38098535,0.6243987,1.2572521,0.6320133,-0.6019567,1.4696212,2.034463,0.64724255,-0.731492,2.2006247,0.51814044,2.0635614,-0.10667575,2.1320932
images/chris_right/frame_0006.jpg,6,0.58057636,0.46874544,-0.40938082,0.6101129,1.2206988,0.6101129,-0.5954631,1.435998,1.9799141,0.6249938,-0.7145555,2.1502762,0.468927,2.0089087,-0.111649156,2.0758724
images/chris_right/frame_0007.jpg,6,0.5837182,0.47270432,-0.406386,0.6130382,1.2265464,0.6130382,-0.5911068,1.4328845,1.9802074,0.6204241,-0.70932806,2.1419404,0.4802743,2.0459228,-0.10344355,2.0828521
images/chris_right/frame_0008.jpg,6,0.5998867,0.47957292,-0.38992637,0.6219459,1.2672611,0.61445266,-0.57739097,1.4387182,2.0171192,0.62943935,-0.6973683,2.1655707,0.5099037,2.083144,-0.082484424,2.120611
images/chris_right/frame_0009.jpg,6,0.5805605,0.47681832,-0.40936983,0.61837345,1.2281092,0.59602267,-0.5880038,1.4230044,2.0021904,0.63327426,-0.71453625,2.153132,0.49868703,2.048828,-0.10420323,2.123331
images/chris_right/frame_0010.jpg,6,0.588027,0.45359135,-0.40194237,0.59487385,1.2281575,0.5874378,-0.5805836,1.4128246,1.9948251,0.60230947,-0.69223416,2.1489806,0.4838198,2.037442,-0.10420716,2.1043653
images/chris_right/frame_0011.jpg,6,0.5880374,0.4754801,-0.40194967,0.6166381,1.2356228,0.60920894,-0.5805938,1.4264404,1.9874173,0.6240677,-0.69224644,2.169378,0.47638482,2.0207903,-0.11165258,2.0802255
images/chris_right/frame_0012.jpg,6,0.60208136,0.47716108,-0.38915008,0.60929817,1.2335323,0.60929817,-0.56536895,1.4094607,1.9971476,0.60929817,-0.6828482,2.1435554,0.4919447,2.0261,-0.09545196,2.0628047
images/chris_right/frame_0013.jpg,6,0.5954777,0.46074736,-0.39450383,0.60194415,1.243059,0.59451276,-0.5731471,1.4045365,1.9948491,0.60194415,-0.68479913,2.1551087,0.48382527,1.9916182,-0.09676528,2.058501
images/chris_right/frame_0014.jpg,6,0.60437596,0.48300728,-0.38528985,0.6264005,1.261635,0.61885357,-0.5892668,1.4641167,2.0548782,0.6339472,-0.6799231,2.1961749,0.4910556,2.098064,-0.083101764,2.1282525
images/chris_right/frame_0015.jpg,6,0.6088233,0.46911517,-0.38143137,0.6083834,1.239652,0.57906395,-0.5574767,1.4000151,1.9878443,0.61571366,-0.6748403,2.1476667,0.5061301,2.008398,-0.08068756,2.0816975
images/chris_right/frame_0016.jpg,6,0.60265607,0.4772949,-0.38952196,0.6021257,1.2200115,0.5800967,-0.5732585,1.4025126,1.9770069,0.6168119,-0.6835005,2.1441548,0.49241406,2.011981,-0.09554315,2.0854108
