image,gesture,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y
images/terri_crank_001/frame_0000.jpg,2,0.5290584,0.6352638,-0.46953937,0.68820244,0.70761573,1.5616902,-0.6943893,1.5087516,0.7406818,2.45503,-0.4430864,1.8925568,0.40340695,2.2101889,-0.24468946,2.2168064
images/terri_crank_001/frame_0001.jpg,2,0.5294386,0.64342487,-0.4691229,0.6970433,0.73049104,1.5683482,-0.71708786,1.5281334,0.7639997,2.4865687,-0.41550872,1.7895248,0.40880677,2.2519867,-0.28817558,2.2787962
images/terri_crank_001/frame_0002.jpg,2,0.5395698,0.6386389,-0.4596333,0.67855394,0.7260877,1.556683,-0.73941034,1.5034629,0.7593943,2.4481173,-0.5195855,1.583293,0.40634274,2.1953223,-0.29309934,2.1953223
images/terri_crank_001/frame_0003.jpg,2,0.5426164,0.6365814,-0.4565918,0.67636776,0.7345171,1.5450361,-0.77422076,1.5582987,0.7676035,2.4335985,-0.555851,1.4787257,0.40365323,2.1683562,-0.29115987,2.174987
images/terri_crank_001/frame_0004.jpg,2,0.54023325,0.64747375,-0.45919794,0.6811965,0.7428208,1.5647284,-0.80359656,1.5782176,0.77658564,2.4752388,-0.5334799,1.3151814,0.43218684,2.218947,-0.26336345,2.218947
images/terri_crank_001/frame_0005.jpg,2,0.53322697,0.63959765,-0.46657324,0.65958494,0.73985165,1.5323695,-0.8464971,1.5257069,0.7531828,2.4318032,-0.806505,1.3991194,0.41325074,2.1719666,-0.26661313,2.1719666
images/terri_crank_001/frame_0006.jpg,2,0.51544476,0.61123097,-0.48322964,0.662703,0.71517897,1.4733883,-0.85692686,1.4540862,0.7280655,2.3612816,-0.82471174,1.3189719,0.39302602,2.1167893,-0.25772238,2.1232233
images/terri_crank_001/frame_0007.jpg,2,0.52938354,0.62209266,-0.4698278,0.661801,0.7345197,1.5287597,-0.93303853,1.4625796,0.74113697,2.4288087,-0.8668654,0.74783474,0.41688928,2.1574702,-0.25807437,2.1574702
images/terri_crank_001/frame_0008.jpg,2,0.51995355,0.6403442,-0.47995746,0.6536848,0.72660196,1.5341579,-0.9732469,1.4341041,0.73326796,2.401291,-1.059906,0.75373864,0.39996427,2.1411512,-0.26664308,2.1478214
images/terri_crank_001/frame_0009.jpg,2,0.51606447,0.62681705,-0.4834024,0.659464,0.7185711,1.5082787,-0.9733375,1.3972794,0.71203834,2.350564,-1.1758438,0.8292268,0.39194766,2.1220372,-0.25476617,2.1155076
images/terri_crank_001/frame_0010.jpg,2,0.5259071,0.61077714,-0.47331616,0.6501819,0.72969586,1.4973891,-0.9795015,1.3791738,0.7231218,2.3445957,-1.3213412,0.9325843,0.39443043,2.1278684,-0.25637937,2.1344361
images/terri_crank_001/frame_0011.jpg,2,0.5227754,0.63277614,-0.477033,0.65234613,0.7122815,1.5003965,-0.98020416,1.3829741,0.70574653,2.3484466,-1.4572369,1.0176603,0.3920814,2.126649,-0.2613877,2.120125
images/terri_crank_001/frame_0012.jpg,2,0.5265613,0.65353394,-0.47323856,0.67354,0.7265218,1.5404726,-0.979804,1.4271044,0.71985614,2.4074059,-1.5730187,1.1736937,0.41325083,2.1740005,-0.25328255,2.1740005
images/terri_crank_001/frame_0013.jpg,2,0.51989603,0.63942736,-0.4799043,0.65940946,0.7198558,1.5253003,-0.9398127,1.4320505,0.7131909,2.3845305,-1.5863502,1.3587828,0.39325428,2.1514058,-0.25328285,2.1514058
images/terri_crank_001/frame_0014.jpg,2,0.5165111,0.6619598,-0.48340124,0.6751991,0.71516925,1.5423667,-0.93369293,1.4695511,0.7019253,2.376436,-1.6223743,1.5489864,0.38407266,2.1579895,-0.2781211,2.1513698
images/terri_crank_001/frame_0015.jpg,2,0.5098328,0.6558689,-0.48996967,0.67574346,0.69522643,1.5369849,-0.9071056,1.4773605,0.6886055,2.3916013,-1.6354383,1.709233,0.37740853,2.1928535,-0.2913335,2.166354
images/terri_crank_001/frame_0016.jpg,2,0.5067105,0.6685514,-0.49319828,0.68205744,0.7093949,1.5667064,-0.8850544,1.512682,0.7093949,2.4040837,-1.580937,1.9448769,0.39861223,2.2149985,-0.29051393,2.2082455
images/terri_crank_001/frame_0017.jpg,2,0.503135,0.6416208,-0.4965148,0.66807956,0.69512045,1.5213691,-0.84076506,1.5213691,0.70174104,2.3746593,-1.3372798,1.957936,0.38397145,2.17622,-0.29128888,2.1828344
